caller_id,question,parentintent,childintent,answer
9350181,Why did my payment not go through?,Payments,Update payment method,It appears that there was an error with the debit on your credit card.
9350181,Can I create a new account online?,Payments,Update payment method,"Yes, you can create a new account online."
9353362,Can you help me with my internet payment arrangement?,Payments,Payment Arrangement,"Yes, I can help you with that."
9353362,Can you repeat your account number?,Payments,Payment Arrangement,"Sure, my account number is 16429272850."
9353362,Why do I have to answer the same questions?,Payments,Payment Arrangement,You need to authenticate the account for security purposes.
9353362,Can I make the payments online?,Payments,Payment Arrangement,"Yes, you can make the payments online."
9353362,When can you settle the remaining balance?,Payments,Payment Arrangement,I can settle the remaining balance until December 28th.
9353362,What other options do I have?,Payments,Payment Arrangement,You can choose to settle the balance in installments.
9353362,When can you settle the first installment?,Payments,Payment Arrangement,I can settle the first installment on December 11th.
9353362,How much can you pay for the first installment?,Payments,Payment Arrangement,I can pay $75 per month for the first installment.
9353362,Can you settle the balance within 30 days?,Payments,Payment Arrangement,"No, I cannot settle the balance within 30 days."
9353362,Why can't I make three monthly payments?,Payments,Payment Arrangement,The option for three monthly payments is not available for the installment plan.
9353362,What is the first social security number?,Payments,Payment Arrangement,"I'm sorry, but I cannot provide that information."
9354631,Can I set up a payment arrangement for my bill?,Account Management,Change Account Holder,"Yes, you can set up a payment arrangement for your bill."
9354631,Will the other person be able to make and receive calls from the house phone?,Account Management,Change Account Holder,"Yes, the other person will be able to make and receive calls from the house phone."
9354631,Can I get my phone back working today?,Account Management,Change Account Holder,"If you make the payment and set up the payment arrangement, we can restore your services and get your phone working today."
9354631,How quickly can you do the transfer?,Account Management,Change Account Holder,"We can do the transfer as soon as possible, but there may be an installation date for the new account."
9354631,Will the other person be able to have their phone working today?,Account Management,Change Account Holder,"Yes, if we create a new account in their name, they can have their phone working today."
9354631,Can I start all over with a new account?,Account Management,Change Account Holder,"Yes, you can start all over with a new account."
9354631,What information do you need to make the payment?,Account Management,Change Account Holder,"We will need your checking account number, routing number, and other details."
9354631,Can I still receive my messages and keep what I have on my phone?,Account Management,Change Account Holder,"Yes, you can still receive your messages and keep what you have on your phone."
9354631,Can I get it done today?,Account Management,Change Account Holder,"We can try to get it done today, but we need to make sure there are no balances on your current account."
9354631,Can I use my checking account to make the payment?,Account Management,Change Account Holder,"Yes, you can use your checking account to make the payment."
9354631,Will the other person be charged anything?,Account Management,Change Account Holder,"No, the other person won't be charged anything if we create a new account for them."
